Event,Pid,RT,HumanProbability,SequencePosition,Suspect,WitnessGender,Claim,Context,ContextDegree,ContextCat
626,767877,3681.92499999987,50,6,1,1,1,1,0.2,0
630,767877,2504.84499999994,50,7,1,1,1,1,0.333333333333333,0
634,767877,4476.39000000027,50,8,1,1,1,1,0.428571428571429,0
638,767877,4484.11000000032,50,9,1,0,1,1,0.5,NaN
642,767877,3149.19499999996,50,10,1,0,1,1,0.555555555555556,1
325,767879,10760.455,29,0,1,3,3,1,NaN,NaN
330,767879,7144.11499999994,64,1,1,1,1,1,NaN,NaN
334,767879,4684.19499999993,73,2,1,0,1,1,1,1
338,767879,8311.14000000003,40,3,1,0,0,1,1,1
342,767879,4599.47499999998,65,4,1,1,1,1,0.666666666666667,1
346,767879,3792.29499999997,29,5,1,0,0,1,0.75,1
350,767879,5302.09000000002,75,6,1,0,1,1,0.6,1
354,767879,3350.35500000004,27,7,1,1,0,1,0.666666666666667,1
358,767879,4690.63000000005,71,8,1,0,1,1,0.571428571428571,1
362,767879,3170.795,26,9,1,1,0,1,0.625,1
366,767879,3617.65999999989,74,10,1,1,1,1,0.555555555555556,1
555,767883,12809.3000000808,46,0,1,3,3,1,NaN,NaN
560,767883,7655.70000000298,51,1,1,1,0,1,NaN,NaN
564,767883,5171.10000003595,49,2,1,0,1,1,0,0
568,767883,2831.89999999013,50,3,1,1,1,1,0.5,NaN
572,767883,6606.80000006687,52,4,1,0,1,1,0.666666666666667,1
576,767883,4123.10000008438,50,5,1,0,0,1,0.75,1
580,767883,7491.60000006668,49,6,1,0,1,1,0.6,1
584,767883,3067.50000000466,49,7,1,1,1,1,0.666666666666667,1
588,767883,2540.10000010021,51,8,1,1,0,1,0.714285714285714,1
592,767883,1806.1999999918,55,9,1,0,0,1,0.625,1
596,767883,3213.89999997336,52,10,1,1,1,1,0.555555555555556,1
417,767884,20094,52,0,1,3,3,1,NaN,NaN
422,767884,22096,19,1,1,0,0,1,NaN,NaN
426,767884,6308,6,2,1,1,0,1,0,0
430,767884,8801,5,3,1,0,0,1,0,0
434,767884,6636,17,4,1,1,1,1,0,0
438,767884,8213,25,5,1,0,1,1,0.25,0
442,767884,5484,24,6,1,0,1,1,0.4,0
446,767884,5911,28,7,1,1,1,1,0.5,NaN
450,767884,5111,36,8,1,0,1,1,0.571428571428571,1
454,767884,5546,42,9,1,1,1,1,0.625,1
458,767884,6946,51,10,1,1,0,1,0.666666666666667,1
739,767894,7726,30,0,1,3,3,1,NaN,NaN
744,767894,4855,10,1,1,0,1,1,NaN,NaN
748,767894,7979,30,2,1,0,0,1,1,1
752,767894,6995,30,3,1,1,0,1,0.5,NaN
756,767894,5245,30,4,1,1,0,1,0.333333333333333,0
760,767894,5525,30,5,1,0,1,1,0.25,0
764,767894,3190,35,6,1,1,1,1,0.4,0
768,767894,5870,40,7,1,1,1,1,0.5,NaN
772,767894,2637,50,8,1,1,1,1,0.571428571428571,1
776,767894,2198,60,9,1,0,1,1,0.625,1
780,767894,3703,55,10,1,0,0,1,0.666666666666667,1
509,767895,10616.81,57,0,1,3,3,1,NaN,NaN
514,767895,7715.85499999992,51,1,1,1,0,1,NaN,NaN
518,767895,3300.50500000016,52,2,1,0,1,1,0,0
522,767895,3758.54500000014,52,3,1,0,0,1,0.5,NaN
526,767895,3404.64500000007,52,4,1,0,0,1,0.333333333333333,0
530,767895,7531.17499999962,51,5,1,0,1,1,0.25,0
534,767895,3174.5850000002,53,6,1,1,0,1,0.4,0
538,767895,2837.43499999991,52,7,1,0,1,1,0.333333333333333,0
542,767895,6578.30999999987,52,8,1,1,1,1,0.428571428571429,0
546,767895,2853.345,54,9,1,1,1,1,0.5,NaN
550,767895,3776.12999999974,56,10,1,1,1,1,0.555555555555556,1
693,767901,17137.3800000001,50,0,1,3,3,1,NaN,NaN
698,767901,9745.53499999456,50,1,1,1,0,1,NaN,NaN
702,767901,6912.26499999175,50,2,1,0,1,1,0,0
706,767901,6271.32999998867,50,3,1,1,1,1,0.5,NaN
710,767901,5511.43499999307,50,4,1,0,0,1,0.666666666666667,1
714,767901,6008.8650000107,50,5,1,1,1,1,0.5,NaN
718,767901,4949.04999999562,50,6,1,0,1,1,0.6,1
722,767901,5977.22000000067,50,7,1,0,1,1,0.666666666666667,1
726,767901,3937.77499999851,50,8,1,0,0,1,0.714285714285714,1
730,767901,4049.31999999098,50,9,1,1,1,1,0.625,1
734,767901,4107.81000001589,50,10,1,1,0,1,0.666666666666667,1
647,767912,5162.7500000177,60,0,1,3,3,1,NaN,NaN
652,767912,4434.88499999512,81,1,1,1,1,1,NaN,NaN
656,767912,2700.07000002079,81,2,1,1,1,1,1,1
660,767912,2596.04499995476,17,3,1,0,0,1,1,1
664,767912,1831.84499997878,82,4,1,1,1,1,0.666666666666667,1
668,767912,2460.84999997402,19,5,1,1,0,1,0.75,1
672,767912,3468.3349999832,80,6,1,0,1,1,0.6,1
676,767912,2107.06499998923,79,7,1,0,1,1,0.666666666666667,1
680,767912,2017.93500001077,80,8,1,0,1,1,0.714285714285714,1
684,767912,2467.00000000419,23,9,1,0,0,1,0.75,1
688,767912,2098.74500002479,14,10,1,1,0,1,0.666666666666667,1
785,767920,6139.36000003014,54,0,1,3,3,1,NaN,NaN
790,767920,5766.49499998894,48,1,1,0,1,1,NaN,NaN
794,767920,4011.12999999896,47,2,1,0,1,1,1,1
798,767920,7386.03000005241,51,3,1,1,1,1,1,1
802,767920,5770.2949999366,48,4,1,0,0,1,1,1
806,767920,4328.66499992087,47,5,1,1,0,1,0.75,1
810,767920,3822.64999998733,50,6,1,1,1,1,0.6,1
814,767920,3741.11999990419,48,7,1,0,0,1,0.666666666666667,1
818,767920,4282.24999993108,52,8,1,1,1,1,0.571428571428571,1
822,767920,3700.9450000478,51,9,1,1,0,1,0.625,1
826,767920,4322.28000008035,48,10,1,0,1,1,0.555555555555556,1
831,767927,11437,68,0,1,3,3,1,NaN,NaN
836,767927,6775,47,1,1,0,1,1,NaN,NaN
840,767927,6641,50,2,1,0,0,1,1,1
844,767927,8502,46,3,1,1,0,1,0.5,NaN
848,767927,13172,47,4,1,0,1,1,0.333333333333333,0
852,767927,7271,50,5,1,0,1,1,0.5,NaN
856,767927,4634,43,6,1,1,0,1,0.6,1
860,767927,13549,37,7,1,1,1,1,0.5,NaN
864,767927,3943,30,8,1,0,0,1,0.571428571428571,1
868,767927,2214,35,9,1,1,1,1,0.5,NaN
872,767927,3815,40,10,1,1,1,1,0.555555555555556,1
1107,767932,19661.1000000266,34,0,1,3,3,1,NaN,NaN
1112,767932,9191.67500000913,37,1,1,1,1,1,NaN,NaN
1116,767932,11486.9649999309,37,2,1,1,1,1,1,1
1120,767932,4306.42499995884,51,3,1,1,1,1,1,1
1124,767932,4023.58000003733,28,4,1,1,0,1,1,1
1128,767932,2834.70500004478,41,5,1,0,1,1,0.75,1
1132,767932,2817.49499996658,22,6,1,1,0,1,0.8,1
1136,767932,3481.48499999661,28,7,1,0,0,1,0.666666666666667,1
1140,767932,2544.67000009026,51,8,1,0,1,1,0.571428571428571,1
1144,767932,2965.22500005085,37,9,1,0,0,1,0.625,1
1148,767932,4553.17000008654,65,10,1,0,1,1,0.555555555555556,1
877,767935,12074.7150000002,33,0,1,3,3,1,NaN,NaN
882,767935,8745.64499999997,33,1,1,1,0,1,NaN,NaN
886,767935,5851.33499999983,68,2,1,0,1,1,0,0
890,767935,9628.45500000003,34,3,1,0,0,1,0.5,NaN
894,767935,9572.16999999992,50,4,1,1,1,1,0.333333333333333,0
898,767935,5275.25000000014,33,5,1,1,0,1,0.5,NaN
902,767935,5360.12500000016,50,6,1,1,1,1,0.4,0
906,767935,4223.79000000001,52,7,1,0,1,1,0.5,NaN
910,767935,4277.32500000003,35,8,1,0,0,1,0.571428571428571,1
914,767935,3855.64500000009,51,9,1,1,1,1,0.5,NaN
918,767935,3740.3949999998,52,10,1,0,1,1,0.555555555555556,1
969,767940,25666.1749999039,20,0,1,3,3,1,NaN,NaN
974,767940,23231.9600000046,20,1,1,0,1,1,NaN,NaN
978,767940,17106.4899999183,20,2,1,1,0,1,1,1
982,767940,6045.22500000894,20,3,1,0,0,1,0.5,NaN
986,767940,9255.83999999799,20,4,1,0,1,1,0.333333333333333,0
990,767940,9827.38499995321,20,5,1,0,0,1,0.5,NaN
994,767940,5841.33500000462,20,6,1,1,1,1,0.4,0
998,767940,10705.820000032,20,7,1,1,1,1,0.5,NaN
1002,767940,12812.7099999692,20,8,1,1,0,1,0.571428571428571,1
1006,767940,7574.29999997839,20,9,1,1,1,1,0.5,NaN
1010,767940,13935.5050000595,20,10,1,0,1,1,0.555555555555556,1
923,767943,16905,50,0,1,3,3,1,NaN,NaN
928,767943,6209,28,1,1,0,0,1,NaN,NaN
932,767943,3918,14,2,1,0,0,1,0,0
936,767943,5800,26,3,1,0,1,1,0,0
940,767943,3550,19,4,1,1,0,1,0.333333333333333,0
944,767943,4375,24,5,1,1,1,1,0.25,0
948,767943,3570,20,6,1,1,0,1,0.4,0
952,767943,7141,20,7,1,1,1,1,0.333333333333333,0
956,767943,4493,25,8,1,1,1,1,0.428571428571429,0
960,767943,6658,25,9,1,0,1,1,0.5,NaN
964,767943,4315,28,10,1,0,1,1,0.555555555555556,1
1015,767949,9963.29999999944,70,0,1,3,3,1,NaN,NaN
1020,767949,12408.7,46,1,1,0,0,1,NaN,NaN
1025,767949,4035.49999999814,33,2,1,1,0,1,0,0
1028,767949,3496.69999999969,65,3,1,1,1,1,0,0
1032,767949,4217.80000000217,43,4,1,0,0,1,0.333333333333333,0
1036,767949,3834.30000000226,65,5,1,1,1,1,0.25,0
1040,767949,4315.50000000061,73,6,1,0,1,1,0.4,0
1044,767949,3600.29999999824,78,7,1,0,1,1,0.5,NaN
1048,767949,4532.59999999864,80,8,1,0,1,1,0.571428571428571,1
1052,767949,3654.30000000197,84,9,1,1,1,1,0.625,1
1056,767949,6362.90000000008,78,10,1,1,0,1,0.666666666666667,1
1061,767958,48519.6850000066,65,0,1,3,3,1,NaN,NaN
1066,767958,7724.71999999834,55,1,1,0,0,1,NaN,NaN
1070,767958,4978.79999999714,62,2,1,1,1,1,0,0
1074,767958,3436.20500000543,56,3,1,1,0,1,0.5,NaN
1078,767958,7870.92999999004,55,4,1,1,1,1,0.333333333333333,0
1082,767958,3426.17500000051,58,5,1,0,1,1,0.5,NaN
1086,767958,6656.08000000066,40,6,1,0,0,1,0.6,1
1090,767958,3891.13499999803,35,7,1,1,0,1,0.5,NaN
1094,767958,3480.29999999562,38,8,1,0,1,1,0.428571428571429,0
1097,767958,3022.51499998965,42,9,1,1,1,1,0.5,NaN
1102,767958,2216.50500000396,48,10,1,0,1,1,0.555555555555556,1
1153,767961,16854.2199999793,50,0,1,3,3,1,NaN,NaN
1158,767961,9986.21000000276,50,1,1,0,1,1,NaN,NaN
1162,767961,6321.8249999918,25,2,1,0,0,1,1,1
1166,767961,4433.43000000459,25,3,1,1,0,1,0.5,NaN
1170,767961,5338.20499997819,25,4,1,1,0,1,0.333333333333333,0
1174,767961,6896.68500001426,50,5,1,0,1,1,0.25,0
1178,767961,3751.87000000733,50,6,1,0,1,1,0.4,0
1182,767961,4931.06499998248,25,7,1,0,0,1,0.5,NaN
1186,767961,3515.95500000985,50,8,1,1,1,1,0.428571428571429,0
1190,767961,3379.62000002153,50,9,1,1,1,1,0.5,NaN
1194,767961,4714.54500002437,50,10,1,1,1,1,0.555555555555556,1
1429,767962,30177.0699999761,35,0,1,3,3,1,NaN,NaN
1434,767962,7416.30500019528,86,1,1,1,1,1,NaN,NaN
1438,767962,5821.94499997422,10,2,1,0,0,1,1,1
1442,767962,4723.85499998927,80,3,1,1,1,1,0.5,NaN
1446,767962,4441.33999990299,91,4,1,0,1,1,0.666666666666667,1
1450,767962,5058.71500005014,12,5,1,1,0,1,0.75,1
1454,767962,3430.66999991424,81,6,1,1,1,1,0.6,1
1458,767962,1970.82499996759,11,7,1,1,0,1,0.666666666666667,1
1462,767962,5887.32500001788,10,8,1,0,0,1,0.571428571428571,1
1466,767962,3205.77500015497,83,9,1,0,1,1,0.5,NaN
1470,767962,3891.25999994576,91,10,1,0,1,1,0.555555555555556,1
1245,767974,10342,61,0,1,3,3,1,NaN,NaN
1250,767974,8808,54,1,1,1,1,1,NaN,NaN
1254,767974,8543,58,2,1,0,1,1,1,1
1258,767974,7779,55,3,1,0,1,1,1,1
1262,767974,4049,55,4,1,1,1,1,1,1
1266,767974,3958,60,5,1,0,1,1,1,1
1270,767974,5232,55,6,1,1,0,1,1,1
1274,767974,3739,51,7,1,1,0,1,0.833333333333333,1
1278,767974,2646,51,8,1,0,0,1,0.714285714285714,1
1282,767974,4150,54,9,1,1,1,1,0.625,1
1286,767974,4018,50,10,1,0,0,1,0.666666666666667,1
1199,767975,6324,33,0,1,3,3,1,NaN,NaN
1204,767975,3371,48,1,1,0,1,1,NaN,NaN
1209,767975,1772,54,2,1,0,1,1,1,1
1212,767975,1395,65,3,1,0,1,1,1,1
1216,767975,1881,53,4,1,0,0,1,1,1
1220,767975,2125,45,5,1,0,0,1,0.75,1
1224,767975,1760,54,6,1,1,1,1,0.6,1
1228,767975,1660,65,7,1,1,1,1,0.666666666666667,1
1232,767975,1594,54,8,1,1,0,1,0.714285714285714,1
1236,767975,3022,68,9,1,1,1,1,0.625,1
1240,767975,1786,58,10,1,1,0,1,0.666666666666667,1
1291,767982,14605.8800000028,50,0,1,3,3,1,NaN,NaN
1296,767982,5510.74499999959,50,1,1,1,1,1,NaN,NaN
1300,767982,7245.9250000029,50,2,1,0,1,1,1,1
1304,767982,7051.33000000205,50,3,1,1,0,1,1,1
1308,767982,12424.4450000042,50,4,1,0,1,1,0.666666666666667,1
1312,767982,5208.590000002,50,5,1,1,0,1,0.75,1
1316,767982,6880.83500000357,52,6,1,1,1,1,0.6,1
1320,767982,3810.23999999888,51,7,1,0,0,1,0.666666666666667,1
1324,767982,6259.18999999703,50,8,1,0,0,1,0.571428571428571,1
1328,767982,4018.70499999495,51,9,1,0,1,1,0.5,NaN
1332,767982,3065.32999999763,51,10,1,1,1,1,0.555555555555556,1
1337,767985,7447,50,0,1,3,3,1,NaN,NaN
1342,767985,7835,50,1,1,1,1,1,NaN,NaN
1346,767985,5180,50,2,1,0,1,1,1,1
1350,767985,3788,50,3,1,0,1,1,1,1
1354,767985,6111,50,4,1,1,0,1,1,1
1358,767985,5684,50,5,1,1,0,1,0.75,1
1362,767985,5147,50,6,1,1,1,1,0.6,1
1366,767985,4698,50,7,1,0,1,1,0.666666666666667,1
1370,767985,4361,50,8,1,1,1,1,0.714285714285714,1
1374,767985,3651,44,9,1,0,0,1,0.75,1
1378,767985,3041,32,10,1,0,0,1,0.666666666666667,1
1383,767988,16964,50,0,1,3,3,1,NaN,NaN
1388,767988,4115,50,1,1,0,1,1,NaN,NaN
1392,767988,2800,50,2,1,0,1,1,1,1
1396,767988,4520,50,3,1,1,0,1,1,1
1400,767988,9623,50,4,1,0,0,1,0.666666666666667,1
1404,767988,4137,50,5,1,0,0,1,0.5,NaN
1408,767988,3644,50,6,1,1,1,1,0.4,0
1412,767988,2775,50,7,1,1,0,1,0.5,NaN
1416,767988,2928,50,8,1,0,1,1,0.428571428571429,0
1420,767988,2266,50,9,1,1,1,1,0.5,NaN
1424,767988,3536,50,10,1,1,1,1,0.555555555555556,1
1475,767997,21754,50,0,1,3,3,1,NaN,NaN
1480,767997,10194,49,1,1,0,1,1,NaN,NaN
1484,767997,6491,49,2,1,0,0,1,1,1
1488,767997,6916,59,3,1,0,1,1,0.5,NaN
1492,767997,4949,70,4,1,1,1,1,0.666666666666667,1
1496,767997,4732,67,5,1,1,0,1,0.75,1
1500,767997,4200,63,6,1,0,0,1,0.6,1
1504,767997,3103,72,7,1,1,1,1,0.5,NaN
1508,767997,3566.99999999999,82,8,1,1,1,1,0.571428571428571,1
1512,767997,3508,88,9,1,0,1,1,0.625,1
1516,767997,4059.00000000003,82,10,1,1,0,1,0.666666666666667,1
1521,768010,11430.1350000023,25,0,1,3,3,1,NaN,NaN
1526,768010,6258.54000000254,5,1,1,1,1,1,NaN,NaN
1531,768010,6909.12500000559,1,2,1,1,0,1,1,1
1534,768010,9008.30000000133,15,3,1,0,1,1,0.5,NaN
1538,768010,4704.74999999715,15,4,1,0,0,1,0.666666666666667,1
1542,768010,10554.409999997,25,5,1,1,1,1,0.5,NaN
1546,768010,7042.81999999512,30,6,1,0,1,1,0.6,1
1550,768010,6697.13499999489,30,7,1,1,1,1,0.666666666666667,1
1554,768010,4799.92499999935,36,8,1,0,1,1,0.714285714285714,1
1558,768010,3636.0050000003,30,9,1,0,0,1,0.75,1
1562,768010,5290.23999999481,28,10,1,1,0,1,0.666666666666667,1
1567,768011,14399.1000000024,62,0,1,3,3,1,NaN,NaN
1572,768011,6890.89999999851,48,1,1,0,0,1,NaN,NaN
1576,768011,6587.70000000368,53,2,1,0,1,1,0,0
1580,768011,2682.50000000262,59,3,1,1,1,1,0.5,NaN
1584,768011,2583.59999999811,42,4,1,0,0,1,0.666666666666667,1
1588,768011,2321.4999999982,58,5,1,1,1,1,0.5,NaN
1592,768011,2338.89999999519,37,6,1,1,0,1,0.6,1
1596,768011,2480.50000000512,61,7,1,0,1,1,0.5,NaN
1600,768011,1764.1999999978,56,8,1,1,0,1,0.571428571428571,1
1604,768011,1804.19999999867,54,9,1,0,1,1,0.5,NaN
1608,768011,1632.90000000416,53,10,1,1,1,1,0.555555555555556,1
1613,768019,7914.94499999862,65,0,1,3,3,1,NaN,NaN
1618,768019,3799.11999999968,94,1,1,1,1,1,NaN,NaN
1622,768019,2963.24000000095,64,2,1,1,0,1,1,1
1626,768019,1699.11499999944,37,3,1,1,0,1,0.5,NaN
1630,768019,1890.55000000008,75,4,1,1,1,1,0.333333333333333,0
1634,768019,1840.28500000022,78,5,1,1,1,1,0.5,NaN
1638,768019,2101.99000000102,82,6,1,0,1,1,0.6,1
1642,768019,1649.49499999966,50,7,1,0,0,1,0.666666666666667,1
1646,768019,1910.40499999872,70,8,1,0,1,1,0.571428571428571,1
1650,768019,1710.04499999981,38,9,1,0,0,1,0.625,1
1654,768019,1189.5199999999,51,10,1,0,1,1,0.555555555555556,1
1659,768025,13331.0000000056,90,0,1,3,3,1,NaN,NaN
1664,768025,10088.9999999927,50,1,1,1,0,1,NaN,NaN
1668,768025,6065.00000000233,50,2,1,1,1,1,0,0
1672,768025,5616.99999999837,50,3,1,0,0,1,0.5,NaN
1676,768025,5825.99999998638,50,4,1,1,1,1,0.333333333333333,0
1680,768025,2756.99999999779,50,5,1,0,0,1,0.5,NaN
1684,768025,3919.99999999825,50,6,1,0,1,1,0.4,0
1688,768025,4667.00000000128,70,7,1,0,1,1,0.5,NaN
1692,768025,2472.00000000885,81,8,1,0,1,1,0.571428571428571,1
1696,768025,2332.00000000943,95,9,1,1,1,1,0.625,1
1700,768025,3002.99999999697,99,10,1,1,0,1,0.666666666666667,1
1705,768031,13366,50,0,1,3,3,1,NaN,NaN
1710,768031,5705,50,1,1,0,0,1,NaN,NaN
1714,768031,4220,50,2,1,0,1,1,0,0
1718,768031,3132,50,3,1,0,0,1,0.5,NaN
1722,768031,3440,50,4,1,1,0,1,0.333333333333333,0
1726,768031,3019,50,5,1,0,1,1,0.25,0
1730,768031,4277,50,6,1,1,1,1,0.4,0
1734,768031,2912,50,7,1,1,1,1,0.5,NaN
1738,768031,4091,50,8,1,0,1,1,0.571428571428571,1
1742,768031,4717,50,9,1,1,1,1,0.625,1
1746,768031,3319,50,10,1,1,0,1,0.666666666666667,1
1751,768033,15494,60,0,1,3,3,1,NaN,NaN
1756,768033,6165,60,1,1,1,1,1,NaN,NaN
1760,768033,9176,60,2,1,1,1,1,1,1
1764,768033,5776,60,3,1,0,1,1,1,1
1768,768033,5591,60,4,1,0,1,1,1,1
1772,768033,10363,1,5,1,1,0,1,1,1
1776,768033,5463,60,6,1,0,1,1,0.8,1
1780,768033,15411,60,7,1,1,1,1,0.833333333333333,1
1784,768033,2744,1,8,1,1,0,1,0.857142857142857,1
1788,768033,2145.00000000001,1,9,1,0,0,1,0.75,1
1792,768033,3366,1,10,1,0,0,1,0.666666666666667,1
1797,768039,7054.20500016771,10,0,1,3,3,1,NaN,NaN
1802,768039,10168.8850000501,53,1,1,0,1,1,NaN,NaN
1806,768039,2552.42000008002,49,2,1,0,0,1,1,1
1810,768039,1607.91999986395,50,3,1,1,0,1,0.5,NaN
1814,768039,1620.35500002094,41,4,1,0,1,1,0.333333333333333,0
1818,768039,2026.86000009999,47,5,1,1,1,1,0.5,NaN
1822,768039,1706.91000018269,42,6,1,0,1,1,0.6,1
1826,768039,1095.63500015065,44,7,1,1,1,1,0.666666666666667,1
1830,768039,1116.91499990411,51,8,1,1,0,1,0.714285714285714,1
1834,768039,1991.6399999056,71,9,1,0,0,1,0.625,1
1838,768039,1730.47000006773,41,10,1,1,1,1,0.555555555555556,1
1843,768043,17065.815000009,50,0,1,3,3,1,NaN,NaN
1848,768043,7865.56500001461,10,1,1,0,1,1,NaN,NaN
1852,768043,6118.08000001474,10,2,1,1,1,1,1,1
1856,768043,3676.40999998548,10,3,1,1,1,1,1,1
1860,768043,4553.38500000653,10,4,1,0,1,1,1,1
1864,768043,4071.61000001361,10,5,1,0,0,1,1,1
1868,768043,3368.34000001545,10,6,1,0,1,1,0.8,1
1872,768043,7139.25499998732,10,7,1,1,0,1,0.833333333333333,1
1876,768043,3436.08499999391,10,8,1,1,0,1,0.714285714285714,1
1880,768043,3139.37000001897,10,9,1,1,1,1,0.625,1
1884,768043,3643.40500000981,10,10,1,0,0,1,0.666666666666667,1
1889,768051,10293.6999999802,74,0,1,3,3,1,NaN,NaN
1894,768051,6058.19999997038,46,1,1,0,0,1,NaN,NaN
1898,768051,2791.49999999208,50,2,1,0,1,1,0,0
1902,768051,2327.79999997001,56,3,1,0,1,1,0.5,NaN
1906,768051,3588.89999997336,51,4,1,1,0,1,0.666666666666667,1
1910,768051,3572.20000005327,51,5,1,1,1,1,0.5,NaN
1914,768051,2315.10000000708,44,6,1,0,0,1,0.6,1
1918,768051,2611.70000000857,50,7,1,1,1,1,0.5,NaN
1922,768051,2163.59999997076,39,8,1,1,0,1,0.571428571428571,1
1926,768051,3204.20000003651,59,9,1,0,1,1,0.5,NaN
1930,768051,1774.60000000428,52,10,1,1,1,1,0.555555555555556,1
1935,768054,7160.6150000589,23,0,1,3,3,1,NaN,NaN
1940,768054,12593.8450000249,16,1,1,0,0,1,NaN,NaN
1944,768054,7867.86499992013,56,2,1,0,1,1,0,0
1948,768054,9297.73999995086,59,3,1,1,1,1,0.5,NaN
1952,768054,4687.900000019,25,4,1,1,0,1,0.666666666666667,1
1956,768054,3494.94999996386,66,5,1,0,0,1,0.5,NaN
1960,768054,3613.81499993149,68,6,1,1,1,1,0.4,0
1964,768054,4748.24500002433,31,7,1,1,0,1,0.5,NaN
1968,768054,3086.41500002705,72,8,1,0,1,1,0.428571428571429,0
1972,768054,3245.20999996457,70,9,1,0,1,1,0.5,NaN
1976,768054,2441.48999999743,74,10,1,1,1,1,0.555555555555556,1
1981,768061,28519.4999999949,60,0,1,3,3,1,NaN,NaN
1986,768061,38607.1250000386,55,1,1,1,1,1,NaN,NaN
1990,768061,12071.4499999885,50,2,1,0,1,1,1,1
1994,768061,42318.889999995,49,3,1,1,1,1,1,1
1998,768061,25567.3199999728,49,4,1,0,0,1,1,1
2002,768061,12174.0799999679,50,5,1,0,1,1,0.75,1
2006,768061,17175.5399999674,51,6,1,1,1,1,0.8,1
2010,768061,10990.7249999815,50,7,1,1,0,1,0.833333333333333,1
2014,768061,10159.0600000345,51,8,1,0,1,1,0.714285714285714,1
2018,768061,14231.6249999567,50,9,1,0,0,1,0.75,1
2022,768061,12007.6550000231,50,10,1,1,0,1,0.666666666666667,1
2027,768078,15973.9999999874,68,0,1,3,3,1,NaN,NaN
2032,768078,6565.00000000233,82,1,1,1,0,1,NaN,NaN
2036,768078,2491.99999996927,82,2,1,1,0,1,0,0
2040,768078,2992.00000002747,81,3,1,0,1,1,0,0
2044,768078,2109.99999998603,84,4,1,1,1,1,0.333333333333333,0
2048,768078,2496.00000004284,75,5,1,1,1,1,0.5,NaN
2052,768078,2241.99999996927,75,6,1,0,1,1,0.6,1
2056,768078,2178.00000001444,87,7,1,0,1,1,0.666666666666667,1
2060,768078,2298.99999999907,82,8,1,0,0,1,0.714285714285714,1
2064,768078,2601.9999999553,82,9,1,1,1,1,0.625,1
2068,768078,2012.99999997718,81,10,1,0,0,1,0.666666666666667,1
2073,768080,9166,25,0,1,3,3,1,NaN,NaN
2078,768080,7820,50,1,1,0,1,1,NaN,NaN
2082,768080,7294,55,2,1,1,1,1,1,1
2086,768080,8650,45,3,1,0,0,1,1,1
2090,768080,4834,40,4,1,0,0,1,0.666666666666667,1
2094,768080,5026,35,5,1,1,0,1,0.5,NaN
2098,768080,4421,30,6,1,1,0,1,0.4,0
2102,768080,4516,40,7,1,0,1,1,0.333333333333333,0
2106,768080,3184,45,8,1,1,1,1,0.428571428571429,0
2110,768080,5756,50,9,1,1,1,1,0.5,NaN
2114,768080,6847,55,10,1,0,1,1,0.555555555555556,1
2119,768094,8747.42999998853,60,0,1,3,3,1,NaN,NaN
2124,768094,5805.79999997281,66,1,1,1,1,1,NaN,NaN
2128,768094,2654.19000014663,68,2,1,0,1,1,1,1
2132,768094,5513.82500003092,61,3,1,0,0,1,1,1
2136,768094,4869.20000007376,62,4,1,1,0,1,0.666666666666667,1
2140,768094,2739.22000010498,73,5,1,0,1,1,0.5,NaN
2144,768094,2673.20000007749,72,6,1,0,1,1,0.6,1
2148,768094,2398.16499990411,77,7,1,1,1,1,0.666666666666667,1
2152,768094,2552.7000001166,70,8,1,0,0,1,0.714285714285714,1
2156,768094,2117.77999997139,65,9,1,1,0,1,0.625,1
2160,768094,2076.59499999136,78,10,1,1,1,1,0.555555555555556,1
2303,768095,32510.9500000108,1,0,1,3,3,1,NaN,NaN
2308,768095,67730.5599999963,100,1,1,1,1,1,NaN,NaN
2312,768095,8215.89000000677,1,2,1,0,0,1,1,1
2316,768095,7722.95499999018,100,3,1,1,1,1,0.5,NaN
2320,768095,5667.68499999307,1,4,1,0,0,1,0.666666666666667,1
2324,768095,6143.5599999968,1,5,1,1,0,1,0.5,NaN
2328,768095,3844.51500000432,100,6,1,0,1,1,0.4,0
2332,768095,6941.57999999879,100,7,1,0,1,1,0.5,NaN
2336,768095,3681.62999999186,1,8,1,1,0,1,0.571428571428571,1
2340,768095,9100.44999999809,100,9,1,0,1,1,0.5,NaN
2344,768095,4104.18499998923,100,10,1,1,1,1,0.555555555555556,1
2211,768103,47410,25,0,1,3,3,1,NaN,NaN
2216,768103,15423,15,1,1,0,0,1,NaN,NaN
2220,768103,10320,50,2,1,1,1,1,0,0
2224,768103,4877,50,3,1,1,1,1,0.5,NaN
2228,768103,14193,25,4,1,1,0,1,0.666666666666667,1
2232,768103,20880,40,5,1,0,1,1,0.5,NaN
2236,768103,8080,25,6,1,1,0,1,0.6,1
2240,768103,13490,20,7,1,0,0,1,0.5,NaN
2244,768103,10939,30,8,1,0,1,1,0.428571428571429,0
2248,768103,12182,50,9,1,0,1,1,0.5,NaN
2252,768103,4414,50,10,1,1,1,1,0.555555555555556,1
2165,768105,10227.3299999997,20,0,1,3,3,1,NaN,NaN
2170,768105,9461.62499999991,10,1,1,0,0,1,NaN,NaN
2174,768105,10764.0099999999,15,2,1,1,1,1,0,0
2178,768105,7054.57000000024,13,3,1,1,0,1,0.5,NaN
2182,768105,4530.7300000004,15,4,1,0,1,1,0.333333333333333,0
2186,768105,11959.5449999997,10,5,1,0,0,1,0.5,NaN
